Author,Comment,sentiment_label
KEVIN FELIX,even though he did nt get a majority in the end he did get 2 more years tacked on from the time he had left in office,neutral
Rxgue Planet,it s because he s good looking,positive
Noartist,i just find it funny how his entire campaign push was selling an entirely communist approach to medical rights all it will take is a few evil suits to make us regret that forever,negative
Tami Lamoureux,the pretend prime minister to the foreign born canadians that s all trudeau ever has or ever will be,negative
diddykong 2112,thanks for nothing ya bum  what a waste of a lot of  don  t worry we  ll cover the bill so will my kids  and their kids,negative
Jo Mclean,just stole another stashCool confident,neutral
Francis Gomes,mrpresident congratulations,positive
Kazuhira Miller,imagine reelecting the most scandal filled government of our time,negative
LivingBeingYoga,what a farce  we could have done this without a 600mm election evil dictator,negative
ablockoftnt,why are there so many dislikes,negative
Envar,where i live conservative always wins but my family is liberal kind of awkward,neutral
Britney,i m honestly not surprised he s still prime minister but i m disappointed,negative
Raymond LaFranchise,horrible how much more messed up does it get before we get conservatives back in my fellow voters have failed us again,negative
Summer Warhurst,just like biden selected and installed like a toilet,negative
UnsettlingDwarf,who voted for a literal criminal,negative
i want to believe.,dark days ahead  shameful,negative
R M,elect a clown get a circus what a bunch of lies i can hardly hold back the puke in my mouth,negative
day and night,yaaaay  phew dodged the otoole bullet  do well trudeau,positive
Scooter Dad,should have announced in the win and did this in sask or alberta,neutral
A. L.,laughing out loud what happened to all those ppc comments wasnt the ppc supposed to take over or at least shake up the govt how are they going to do that with  zero seats  and when their own leader lost his riding laughing out loud,negative
Barb Mills,anyone that believes that their vote counts and elections are fair probably believes in the tooth fairy and santa claus these puppets are elected by their nwo globalist overlords,negative
Wade Richmire,the people who voted liberal a 3rd time around are the same people who think there is only 2 more weeks to flatten the curve and go back to normal life Sarcasm boredom,negative
Jimmy Ashtray,none of the parties have our interests at heart they re all controlled opposition this system will destroy us find faith in god and strap in for whats coming,negative
Shaun Robbins,not a single person of color on that stage,negative
ScribbleStudio,hey trudeau the circus just called they want their clown back,negative
Juliana Tambariki,congratulations liberal i have had voted you god bless canada,positive
jeff nicholls,its a sad day in canada with the incompetent criminal tyrants being voted in againAnnoyed angryAnnoyed angryAnnoyed angryAnnoyed angry,negative
So Johnny....,canadians have spoken laughing out loud  more wasteful spendingvaxx mandates on the horizon,negative
Daniel Dionne,shocker another liberal gains power through fraudulent elections got to love the state of democracy Applause,negative
Ron Francis,nice waste of money prime minister this election cost 610 million dollars,negative
azonicrider32,everything is rigged trudeau is actually the devil trying to hurt us good people the libs are actually losers trying to sabotage the existence of the free and good people of the righty tighties  and thats no good no nope not at all i say what have the left done wrong well i dont know but i can bet a whole lot and maybe even more and my odds are usually pretty good  a conservative with higher than average iq,negative
